id_location,fk_parent_location,name,description,count
5938,13,1110D04,MZ1-1110D04,2
5940,13,1110D06,MZ1-1110D06,5
5941,13,1111A01,MZ1-1111A01,43
5942,13,1111A02,MZ1-1111A02,13
5943,13,1111A03,MZ1-1111A03,10
5944,13,1111D01,MZ1-1111D01,7
5945,13,1111D02,MZ1-1111D02,5
5946,13,1111D03,MZ1-1111D03,5
5947,13,1111D04,MZ1-1111D04,4
5948,13,1111D05,MZ1-1111D05,6
5949,13,1111D06,MZ1-1111D06,6
5950,13,1112A01,MZ1-1112A01,4
5951,13,1112A02,MZ1-1112A02,60
5952,13,1112A03,MZ1-1112A03,25
5953,13,1112D01,MZ1-1112D01,3
5954,13,1112D02,MZ1-1112D02,6
5955,13,1112D03,MZ1-1112D03,5
5956,13,1112D04,MZ1-1112D04,5
5957,13,1112D05,MZ1-1112D05,2
5958,13,1112D06,MZ1-1112D06,1
5959,13,1113A01,MZ1-1113A01,5
5960,13,1113A02,MZ1-1113A02,18
5961,13,1113A03,MZ1-1113A03,32
5962,13,1113D01,MZ1-1113D01,8
5963,13,1113D02,MZ1-1113D02,1
5964,13,1113D03,MZ1-1113D03,7
5965,13,1113D04,MZ1-1113D04,7
5966,13,1113D05,MZ1-1113D05,9
5967,13,1113D06,MZ1-1113D06,4
5968,13,1114A01,MZ1-1114A01,6
5969,13,1114A02,MZ1-1114A02,22
5970,13,1114A03,MZ1-1114A03,15
5971,13,1114D01,MZ1-1114D01,8
5972,13,1114D02,MZ1-1114D02,7
5973,13,1114D03,MZ1-1114D03,7
5974,13,1114D04,MZ1-1114D04,5
5975,13,1114D05,MZ1-1114D05,4
5976,13,1114D06,MZ1-1114D06,7
5977,13,1115A01,MZ1-1115A01,6
5978,13,1115A02,MZ1-1115A02,17
5979,13,1115A03,MZ1-1115A03,112
5980,13,1115D01,MZ1-1115D01,7
5981,13,1115D02,MZ1-1115D02,7
5982,13,1115D03,MZ1-1115D03,8
5983,13,1115D04,MZ1-1115D04,3
5984,13,1115D05,MZ1-1115D05,3
5985,13,1115D06,MZ1-1115D06,4
5986,13,1116A01,MZ1-1116A01,12
5987,13,1116A02,MZ1-1116A02,25
5988,13,1116A03,MZ1-1116A03,34
5990,13,1116D02,MZ1-1116D02,4
5991,13,1116D03,MZ1-1116D03,3
5992,13,1116D04,MZ1-1116D04,3
5993,13,1116D05,MZ1-1116D05,4
5994,13,1116D06,MZ1-1116D06,8
5995,13,1117A01,MZ1-1117A01,50
5996,13,1117A02,MZ1-1117A02,24
5997,13,1117A03,MZ1-1117A03,40
5998,13,1117D01,MZ1-1117D01,5
5999,13,1117D02,MZ1-1117D02,8
6000,13,1117D03,MZ1-1117D03,3
6003,13,1117D06,MZ1-1117D06,3
6004,13,1118A01,MZ1-1118A01,13
6005,13,1118A02,MZ1-1118A02,7
6006,13,1118D01,MZ1-1118D01,3
6007,13,1118D02,MZ1-1118D02,7
6009,13,1118D04,MZ1-1118D04,2
6010,13,1118D05,MZ1-1118D05,4
6011,13,1118D06,MZ1-1118D06,11
6012,13,1119A01,MZ1-1119A01,17
6013,13,1119A02,MZ1-1119A02,46
6014,13,1119A03,MZ1-1119A03,17
6015,13,1119D01,MZ1-1119D01,9
6016,13,1119D02,MZ1-1119D02,7
6017,13,1119D03,MZ1-1119D03,7
6018,13,1119D04,MZ1-1119D04,6
6020,13,1119D06,MZ1-1119D06,3
6021,13,1120A01,MZ1-1120A01,20
6022,13,1120A02,MZ1-1120A02,18
6023,13,1120A03,MZ1-1120A03,6
6024,13,1120D01,MZ1-1120D01,11
6025,13,1120D02,MZ1-1120D02,11
6026,13,1120D03,MZ1-1120D03,3
6027,13,1120D04,MZ1-1120D04,4
6028,13,1120D05,MZ1-1120D05,7
6029,13,1120D06,MZ1-1120D06,6
6030,13,1123A01,MZ1-1123A01,32
6031,13,1123A02,MZ1-1123A02,42
6032,13,1123A03,MZ1-1123A03,24
6033,13,1123D01,MZ1-1123D01,2
6034,13,1123D02,MZ1-1123D02,12
6036,13,1123D04,MZ1-1123D04,7
6037,13,1123D05,MZ1-1123D05,5
6038,13,1123D06,MZ1-1123D06,4
6039,13,1124A01,MZ1-1124A01,17
6040,13,1124A02,MZ1-1124A02,64
6041,13,1124A03,MZ1-1124A03,50
6042,13,1124D01,MZ1-1124D01,10
6043,13,1124D02,MZ1-1124D02,4
6044,13,1124D03,MZ1-1124D03,2
6045,13,1124D04,MZ1-1124D04,2
6046,13,1124D05,MZ1-1124D05,3
6047,13,1124D06,MZ1-1124D06,4
6048,13,1125A01,MZ1-1125A01,26
6049,13,1125A02,MZ1-1125A02,8
6050,13,1125A03,MZ1-1125A03,14
6051,13,1125D01,MZ1-1125D01,7
6052,13,1125D02,MZ1-1125D02,1
6053,13,1125D03,MZ1-1125D03,7
6054,13,1125D04,MZ1-1125D04,6
6055,13,1125D05,MZ1-1125D05,5
6056,13,1125D06,MZ1-1125D06,11
6057,13,1126A01,MZ1-1126A01,59
6058,13,1126A02,MZ1-1126A02,18
6059,13,1126A03,MZ1-1126A03,15
6060,13,1126D01,MZ1-1126D01,8
6061,13,1126D02,MZ1-1126D02,7
6062,13,1126D03,MZ1-1126D03,6
6063,13,1126D04,MZ1-1126D04,9
6064,13,1126D05,MZ1-1126D05,7
6065,13,1126D06,MZ1-1126D06,6
6066,13,1127A01,MZ1-1127A01,17
6067,13,1127A02,MZ1-1127A02,14
6068,13,1127A03,MZ1-1127A03,41
6069,13,1127D01,MZ1-1127D01,3
6070,13,1127D02,MZ1-1127D02,4
6071,13,1127D03,MZ1-1127D03,6
6072,13,1127D04,MZ1-1127D04,3
6073,13,1127D05,MZ1-1127D05,4
6074,13,1127D06,MZ1-1127D06,7
6075,13,1128A02,MZ1-1128A02,57
6076,13,1128A03,MZ1-1128A03,84
6077,13,1128D01,MZ1-1128D01,7
6078,13,1128D02,MZ1-1128D02,6
6079,13,1128D03,MZ1-1128D03,7
6080,13,1128D04,MZ1-1128D04,8
6081,13,1128D05,MZ1-1128D05,5
6082,13,1128D06,MZ1-1128D06,6
6083,13,1129A01,MZ1-1129A01,11
6084,13,1129A02,MZ1-1129A02,11
6085,13,1129A03,MZ1-1129A03,21
6086,13,1129D01,MZ1-1129D01,7
6087,13,1129D02,MZ1-1129D02,14
6088,13,1129D03,MZ1-1129D03,8
6089,13,1129D04,MZ1-1129D04,13
6090,13,1129D05,MZ1-1129D05,6
6091,13,1129D06,MZ1-1129D06,6
6092,13,1130A01,MZ1-1130A01,43
6093,13,1130A02,MZ1-1130A02,17
6094,13,1130A03,MZ1-1130A03,18
6095,13,1130D01,MZ1-1130D01,7
6096,13,1130D02,MZ1-1130D02,7
6097,13,1130D03,MZ1-1130D03,7
6099,13,1130D05,MZ1-1130D05,8
6100,13,1130D06,MZ1-1130D06,11
6101,13,1131A01,MZ1-1131A01,25
6102,13,1131A02,MZ1-1131A02,20
6103,13,1131A03,MZ1-1131A03,17
6104,13,1131D01,MZ1-1131D01,16
6105,13,1131D02,MZ1-1131D02,7
6106,13,1131D03,MZ1-1131D03,9
6107,13,1131D04,MZ1-1131D04,8
6108,13,1131D05,MZ1-1131D05,8
6109,13,1131D06,MZ1-1131D06,11
6110,13,1132A01,MZ1-1132A01,70
6111,13,1132A02,MZ1-1132A02,46
6112,13,1132A03,MZ1-1132A03,19
6113,13,1132D01,MZ1-1132D01,3
6114,13,1132D02,MZ1-1132D02,6
6115,13,1132D03,MZ1-1132D03,11
6117,13,1132D05,MZ1-1132D05,1
6118,13,1132D06,MZ1-1132D06,3
6119,13,1133A01,MZ1-1133A01,13
6120,13,1133A02,MZ1-1133A02,21
6121,13,1133A03,MZ1-1133A03,67
6122,13,1133D01,MZ1-1133D01,12
6123,13,1133D02,MZ1-1133D02,10
6124,13,1133D03,MZ1-1133D03,4
6125,13,1133D04,MZ1-1133D04,3
6126,13,1133D05,MZ1-1133D05,10
6127,13,1133D06,MZ1-1133D06,4
6128,13,1134A01,MZ1-1134A01,46
6129,13,1134A02,MZ1-1134A02,11
6130,13,1134A03,MZ1-1134A03,11
6131,13,1134D01,MZ1-1134D01,7
6132,13,1134D02,MZ1-1134D02,6
6133,13,1134D03,MZ1-1134D03,3
6134,13,1134D04,MZ1-1134D04,8
6136,13,1134D06,MZ1-1134D06,1
6137,13,1135A01,MZ1-1135A01,20
6138,13,1135A02,MZ1-1135A02,21
6139,13,1135A03,MZ1-1135A03,21
6140,13,1135D01,MZ1-1135D01,1
6141,13,1135D02,MZ1-1135D02,5
6142,13,1135D03,MZ1-1135D03,6
6143,13,1135D04,MZ1-1135D04,5
6144,13,1135D05,MZ1-1135D05,13
6146,13,1136A01,MZ1-1136A01,24
6147,13,1136A03,MZ1-1136A03,60
6148,13,1136D01,MZ1-1136D01,3
6149,13,1136D02,MZ1-1136D02,5
6150,13,1136D03,MZ1-1136D03,3
6151,13,1136D04,MZ1-1136D04,7
6152,13,1136D05,MZ1-1136D05,2
6153,13,1136D06,MZ1-1136D06,3
6154,13,1137A01,MZ1-1137A01,20
6155,13,1137A02,MZ1-1137A02,24
6156,13,1137A03,MZ1-1137A03,58
6157,13,1137D01,MZ1-1137D01,4
6158,13,1137D02,MZ1-1137D02,7
6159,13,1137D03,MZ1-1137D03,3
6161,13,1137D05,MZ1-1137D05,5
6162,13,1137D06,MZ1-1137D06,6
6163,13,1138A01,MZ1-1138A01,12
6164,13,1138A02,MZ1-1138A02,24
6165,13,1138A03,MZ1-1138A03,29
6166,13,1138D01,MZ1-1138D01,3
6167,13,1138D02,MZ1-1138D02,3
6168,13,1138D03,MZ1-1138D03,1
6169,13,1138D04,MZ1-1138D04,2
6170,13,1138D05,MZ1-1138D05,2
6171,13,1138D06,MZ1-1138D06,1
6172,13,1139A01,MZ1-1139A01,32
6173,13,1139A02,MZ1-1139A02,24
6174,13,1139A03,MZ1-1139A03,6
6175,13,1139D01,MZ1-1139D01,6
6176,13,1139D02,MZ1-1139D02,6
6177,13,1139D03,MZ1-1139D03,5
6178,13,1139D04,MZ1-1139D04,1
6179,13,1139D05,MZ1-1139D05,5
6180,13,1139D06,MZ1-1139D06,5
6181,13,1140A01,MZ1-1140A01,31
6182,13,1140A02,MZ1-1140A02,31
6183,13,1140A03,MZ1-1140A03,32
6184,13,1140D01,MZ1-1140D01,5
6185,13,1140D02,MZ1-1140D02,5
6186,13,1140D03,MZ1-1140D03,3
6187,13,1140D04,MZ1-1140D04,2
6188,13,1140D05,MZ1-1140D05,16
6189,13,1140D06,MZ1-1140D06,2
6190,13,1141A01,MZ1-1141A01,25
6191,13,1141A02,MZ1-1141A02,31
6192,13,1141A03,MZ1-1141A03,36
6193,13,1141D01,MZ1-1141D01,4
6194,13,1141D02,MZ1-1141D02,4
6195,13,1141D03,MZ1-1141D03,5
6196,13,1141D04,MZ1-1141D04,5
6197,13,1141D05,MZ1-1141D05,9
6198,13,1141D06,MZ1-1141D06,10
6199,13,1142A01,MZ1-1142A01,23
6200,13,1142A02,MZ1-1142A02,71
6201,13,1142A03,MZ1-1142A03,40
6202,13,1142D01,MZ1-1142D01,5
6203,13,1142D02,MZ1-1142D02,5
6204,13,1142D03,MZ1-1142D03,2
6205,13,1142D04,MZ1-1142D04,4
6206,13,1142D05,MZ1-1142D05,2
6207,13,1142D06,MZ1-1142D06,15
6209,13,1203D02,MZ1-1203D02,1
6212,13,1203D05,MZ1-1203D05,1
6213,13,1203D06,MZ1-1203D06,1
6214,13,1204D01,MZ1-1204D01,31
6215,13,1204D02,MZ1-1204D02,30
6216,13,1204D03,MZ1-1204D03,30
6217,13,1204D04,MZ1-1204D04,30
6231,13,1206D06,MZ1-1206D06,2
6249,13,1209D06,MZ1-1209D06,1
6259,13,1211D04,MZ1-1211D04,4
6260,13,1211D05,MZ1-1211D05,20
6261,13,1211D06,MZ1-1211D06,31
6263,13,1212D02,MZ1-1212D02,12
6264,13,1212D03,MZ1-1212D03,12
6265,13,1212D04,MZ1-1212D04,12
6266,13,1212D05,MZ1-1212D05,12
6267,13,1212D06,MZ1-1212D06,12
6270,13,1213D03,MZ1-1213D03,4
6271,13,1213D04,MZ1-1213D04,19
6272,13,1213D05,MZ1-1213D05,11
6273,13,1213D06,MZ1-1213D06,8
6275,13,1214D02,MZ1-1214D02,1
6276,13,1214D03,MZ1-1214D03,8
6277,13,1214D04,MZ1-1214D04,3
6279,13,1214D06,MZ1-1214D06,17
6280,13,1215D01,MZ1-1215D01,17
6281,13,1215D02,MZ1-1215D02,15
6283,13,1215D04,MZ1-1215D04,38
6284,13,1215D05,MZ1-1215D05,18
6285,13,1215D06,MZ1-1215D06,30
6286,13,1216D01,MZ1-1216D01,20
6287,13,1216D02,MZ1-1216D02,23
6290,13,1216D05,MZ1-1216D05,17
6293,13,1217D02,MZ1-1217D02,2
6296,13,1217D05,MZ1-1217D05,4
6297,13,1217D06,MZ1-1217D06,13
6298,13,1218D01,MZ1-1218D01,38
6300,13,1218D03,MZ1-1218D03,2
6302,13,1218D05,MZ1-1218D05,1
6304,13,1219D01,MZ1-1219D01,1
6305,13,1219D02,MZ1-1219D02,8
6306,13,1219D03,MZ1-1219D03,1
6307,13,1219D04,MZ1-1219D04,7
6308,13,1219D05,MZ1-1219D05,2
6309,13,1219D06,MZ1-1219D06,6
6310,13,1220D01,MZ1-1220D01,27
6311,13,1220D02,MZ1-1220D02,38
6312,13,1220D03,MZ1-1220D03,12
6313,13,1220D04,MZ1-1220D04,1
6314,13,1220D05,MZ1-1220D05,1
6315,13,1220D06,MZ1-1220D06,1
6316,13,1223D01,MZ1-1223D01,10
6317,13,1223D02,MZ1-1223D02,7
6318,13,1223D03,MZ1-1223D03,5
6319,13,1223D04,MZ1-1223D04,8
6320,13,1223D05,MZ1-1223D05,15
6321,13,1223D06,MZ1-1223D06,19
6322,13,1224D01,MZ1-1224D01,2
6323,13,1224D02,MZ1-1224D02,1
6324,13,1224D03,MZ1-1224D03,10
6325,13,1224D04,MZ1-1224D04,6
6326,13,1224D05,MZ1-1224D05,9
6327,13,1224D06,MZ1-1224D06,1
6328,13,1225D01,MZ1-1225D01,8
6329,13,1225D02,MZ1-1225D02,6
6330,13,1225D03,MZ1-1225D03,3
6331,13,1225D04,MZ1-1225D04,2
6332,13,1225D05,MZ1-1225D05,3
6333,13,1225D06,MZ1-1225D06,7
6334,13,1226D01,MZ1-1226D01,9
6335,13,1226D02,MZ1-1226D02,11
6336,13,1226D03,MZ1-1226D03,10
6337,13,1226D04,MZ1-1226D04,1
6338,13,1226D05,MZ1-1226D05,6
6339,13,1226D06,MZ1-1226D06,4
6340,13,1227D01,MZ1-1227D01,2
6341,13,1227D02,MZ1-1227D02,15
6342,13,1227D03,MZ1-1227D03,4
6343,13,1227D04,MZ1-1227D04,3
6344,13,1227D05,MZ1-1227D05,2
6345,13,1227D06,MZ1-1227D06,2
6346,13,1228D01,MZ1-1228D01,14
6347,13,1228D02,MZ1-1228D02,1
6348,13,1228D03,MZ1-1228D03,5
6350,13,1228D05,MZ1-1228D05,1
6351,13,1228D06,MZ1-1228D06,15
6352,13,1229D01,MZ1-1229D01,2
6353,13,1229D02,MZ1-1229D02,20
6355,13,1229D04,MZ1-1229D04,3
6359,13,1230D02,MZ1-1230D02,1
6366,13,1231D03,MZ1-1231D03,4
6367,13,1231D04,MZ1-1231D04,6
6368,13,1231D05,MZ1-1231D05,6
6373,13,1232D04,MZ1-1232D04,2
6374,13,1232D05,MZ1-1232D05,6
6375,13,1232D06,MZ1-1232D06,6
6376,13,1233D01,MZ1-1233D01,6
6377,13,1233D02,MZ1-1233D02,6
6378,13,1233D03,MZ1-1233D03,6
6379,13,1233D04,MZ1-1233D04,6
6380,13,1233D05,MZ1-1233D05,3
6381,13,1233D06,MZ1-1233D06,4
6382,13,1234D01,MZ1-1234D01,4
6383,13,1234D02,MZ1-1234D02,4
6384,13,1234D03,MZ1-1234D03,6
6385,13,1234D04,MZ1-1234D04,6
6386,13,1234D05,MZ1-1234D05,6
6387,13,1234D06,MZ1-1234D06,7
6388,13,1235D01,MZ1-1235D01,6
6389,13,1235D02,MZ1-1235D02,6
6390,13,1235D03,MZ1-1235D03,13
6391,13,1235D04,MZ1-1235D04,4
6392,13,1235D05,MZ1-1235D05,2
6393,13,1235D06,MZ1-1235D06,7
6394,13,1236D01,MZ1-1236D01,8
6395,13,1236D02,MZ1-1236D02,11
6396,13,1236D03,MZ1-1236D03,3
6397,13,1236D04,MZ1-1236D04,5
6398,13,1236D05,MZ1-1236D05,12
6399,13,1236D06,MZ1-1236D06,12
6400,13,1237D01,MZ1-1237D01,4
6401,13,1237D02,MZ1-1237D02,1
6402,13,1237D03,MZ1-1237D03,2
6403,13,1237D04,MZ1-1237D04,4
6404,13,1237D05,MZ1-1237D05,6
6405,13,1237D06,MZ1-1237D06,1
6406,13,1238D01,MZ1-1238D01,7
6407,13,1238D02,MZ1-1238D02,2
6408,13,1238D03,MZ1-1238D03,1
6409,13,1238D04,MZ1-1238D04,1
6410,13,1238D05,MZ1-1238D05,8
6412,13,1239D01,MZ1-1239D01,3
6413,13,1239D02,MZ1-1239D02,12
6414,13,1239D03,MZ1-1239D03,11
6415,13,1239D04,MZ1-1239D04,10
6416,13,1239D05,MZ1-1239D05,5
6417,13,1239D06,MZ1-1239D06,7
6418,13,1240D01,MZ1-1240D01,9
6419,13,1240D02,MZ1-1240D02,13
6420,13,1240D03,MZ1-1240D03,2
6421,13,1240D04,MZ1-1240D04,2
6422,13,1240D05,MZ1-1240D05,5
6423,13,1240D06,MZ1-1240D06,12
6424,13,1241D01,MZ1-1241D01,1
6425,13,1241D02,MZ1-1241D02,4
6426,13,1241D03,MZ1-1241D03,3
6427,13,1241D04,MZ1-1241D04,6
6428,13,1241D05,MZ1-1241D05,2
6429,13,1241D06,MZ1-1241D06,10
6430,13,1242D01,MZ1-1242D01,4
6431,13,1242D02,MZ1-1242D02,3
6432,13,1242D03,MZ1-1242D03,5
6433,13,1242D04,MZ1-1242D04,2
6434,13,1242D05,MZ1-1242D05,3
6435,13,1242D06,MZ1-1242D06,3
6436,13,1303A01,MZ1-1303A01,12
6437,13,1303A02,MZ1-1303A02,2
6438,13,1303A03,MZ1-1303A03,14
6439,13,1303D01,MZ1-1303D01,1
6440,13,1303D02,MZ1-1303D02,17
6441,13,1303D03,MZ1-1303D03,17
6442,13,1303D04,MZ1-1303D04,8
6443,13,1303D05,MZ1-1303D05,2
6444,13,1303D06,MZ1-1303D06,1
6445,13,1304A01,MZ1-1304A01,121
6446,13,1304A02,MZ1-1304A02,6
6447,13,1304A03,MZ1-1304A03,34
6448,13,1304D01,MZ1-1304D01,8
6449,13,1304D02,MZ1-1304D02,2
6450,13,1304D03,MZ1-1304D03,2
6452,13,1304D05,MZ1-1304D05,9
6453,13,1304D06,MZ1-1304D06,1
6454,13,1305A01,MZ1-1305A01,8
6455,13,1305A02,MZ1-1305A02,18
6456,13,1305A03,MZ1-1305A03,33
6457,13,1305D01,MZ1-1305D01,6
6458,13,1305D02,MZ1-1305D02,6
6459,13,1305D03,MZ1-1305D03,14
6460,13,1305D04,MZ1-1305D04,8
6461,13,1305D05,MZ1-1305D05,7
6462,13,1305D06,MZ1-1305D06,16
6463,13,1306A01,MZ1-1306A01,33
6464,13,1306A02,MZ1-1306A02,15
6465,13,1306A03,MZ1-1306A03,7
6466,13,1306D01,MZ1-1306D01,6
6467,13,1306D02,MZ1-1306D02,4
6468,13,1306D03,MZ1-1306D03,29
6469,13,1306D04,MZ1-1306D04,6
6470,13,1306D05,MZ1-1306D05,1
6471,13,1306D06,MZ1-1306D06,1
6472,13,1307A01,MZ1-1307A01,20
6473,13,1307A02,MZ1-1307A02,19
6474,13,1307A03,MZ1-1307A03,40
6475,13,1307D01,MZ1-1307D01,9
6476,13,1307D02,MZ1-1307D02,8
6477,13,1307D03,MZ1-1307D03,1
6478,13,1307D04,MZ1-1307D04,6
6479,13,1307D05,MZ1-1307D05,3
6480,13,1307D06,MZ1-1307D06,10
6481,13,1308A01,MZ1-1308A01,31
6482,13,1308A02,MZ1-1308A02,27
6483,13,1308A03,MZ1-1308A03,12
6484,13,1308D01,MZ1-1308D01,7
6485,13,1308D02,MZ1-1308D02,6
6487,13,1308D04,MZ1-1308D04,8
6488,13,1308D05,MZ1-1308D05,28
6489,13,1308D06,MZ1-1308D06,8
6490,13,1309A01,MZ1-1309A01,4
6491,13,1309A02,MZ1-1309A02,5
6492,13,1309A03,MZ1-1309A03,5
6493,13,1309D01,MZ1-1309D01,3
6494,13,1309D02,MZ1-1309D02,8
6496,13,1309D04,MZ1-1309D04,18
6497,13,1309D05,MZ1-1309D05,8
6498,13,1309D06,MZ1-1309D06,5
6499,13,1310A01,MZ1-1310A01,5
6500,13,1310A02,MZ1-1310A02,3
6501,13,1310A03,MZ1-1310A03,5
6502,13,1310D01,MZ1-1310D01,2
6503,13,1310D02,MZ1-1310D02,1
6504,13,1310D03,MZ1-1310D03,10
6505,13,1310D04,MZ1-1310D04,1
6506,13,1310D05,MZ1-1310D05,8
6507,13,1310D06,MZ1-1310D06,4
6508,13,1311A01,MZ1-1311A01,8
6509,13,1311A02,MZ1-1311A02,32
6510,13,1311A03,MZ1-1311A03,216
6511,13,1311D01,MZ1-1311D01,25
6512,13,1311D02,MZ1-1311D02,14
6513,13,1311D03,MZ1-1311D03,4
6514,13,1311D04,MZ1-1311D04,16
6515,13,1311D05,MZ1-1311D05,5
6516,13,1311D06,MZ1-1311D06,1
6517,13,1312A01,MZ1-1312A01,56
6518,13,1312A02,MZ1-1312A02,23
6519,13,1312A03,MZ1-1312A03,4
6520,13,1312D01,MZ1-1312D01,7
6521,13,1312D02,MZ1-1312D02,6
6523,13,1312D04,MZ1-1312D04,1
6524,13,1312D05,MZ1-1312D05,2
6525,13,1312D06,MZ1-1312D06,4
6526,13,1313A01,MZ1-1313A01,3
6527,13,1313A02,MZ1-1313A02,3
6528,13,1313A03,MZ1-1313A03,6
6529,13,1313D01,MZ1-1313D01,41
6530,13,1313D02,MZ1-1313D02,43
6532,13,1313D04,MZ1-1313D04,3
6533,13,1313D05,MZ1-1313D05,51
6534,13,1313D06,MZ1-1313D06,2
6535,13,1314A01,MZ1-1314A01,12
6536,13,1314A02,MZ1-1314A02,31
6537,13,1314A03,MZ1-1314A03,4
6538,13,1314D01,MZ1-1314D01,7
6539,13,1314D02,MZ1-1314D02,40
6540,13,1314D03,MZ1-1314D03,43
6541,13,1314D04,MZ1-1314D04,42
6542,13,1314D05,MZ1-1314D05,46
6543,13,1314D06,MZ1-1314D06,40
6544,13,1315A01,MZ1-1315A01,4
6545,13,1315A02,MZ1-1315A02,3
6546,13,1315A03,MZ1-1315A03,4
6547,13,1315D01,MZ1-1315D01,2
6548,13,1315D02,MZ1-1315D02,21
6549,13,1315D03,MZ1-1315D03,3
6550,13,1315D04,MZ1-1315D04,6
6551,13,1315D05,MZ1-1315D05,6
6552,13,1315D06,MZ1-1315D06,4
6553,13,1316A01,MZ1-1316A01,10
6554,13,1316A02,MZ1-1316A02,31
6555,13,1316A03,MZ1-1316A03,69
6556,13,1316D01,MZ1-1316D01,7
6557,13,1316D02,MZ1-1316D02,8
6558,13,1316D03,MZ1-1316D03,6
6559,13,1316D04,MZ1-1316D04,7
6560,13,1316D05,MZ1-1316D05,1
6561,13,1316D06,MZ1-1316D06,6
6562,13,1317A01,MZ1-1317A01,3
6563,13,1317A02,MZ1-1317A02,6
6564,13,1317A03,MZ1-1317A03,4
6565,13,1317D01,MZ1-1317D01,5
6566,13,1317D02,MZ1-1317D02,6
6567,13,1317D03,MZ1-1317D03,6
6568,13,1317D04,MZ1-1317D04,4
6569,13,1317D05,MZ1-1317D05,1
6570,13,1317D06,MZ1-1317D06,10
6571,13,1318A01,MZ1-1318A01,10
6572,13,1318A02,MZ1-1318A02,9
6573,13,1318A03,MZ1-1318A03,6
6574,13,1318D01,MZ1-1318D01,8
6575,13,1318D02,MZ1-1318D02,7
6576,13,1318D03,MZ1-1318D03,1
6578,13,1318D05,MZ1-1318D05,6
6579,13,1318D06,MZ1-1318D06,5
6580,13,1319A01,MZ1-1319A01,12
6581,13,1319A02,MZ1-1319A02,5
6582,13,1319A03,MZ1-1319A03,9
6583,13,1319D01,MZ1-1319D01,1
6584,13,1319D02,MZ1-1319D02,4
6585,13,1319D03,MZ1-1319D03,4
6586,13,1319D04,MZ1-1319D04,25
6587,13,1319D05,MZ1-1319D05,3
6588,13,1319D06,MZ1-1319D06,2
6589,13,1320A01,MZ1-1320A01,11
6590,13,1320A02,MZ1-1320A02,3
6591,13,1320A03,MZ1-1320A03,21
6592,13,1320D01,MZ1-1320D01,7
6593,13,1320D02,MZ1-1320D02,2
6594,13,1320D03,MZ1-1320D03,26
6595,13,1320D04,MZ1-1320D04,34
6596,13,1320D05,MZ1-1320D05,40
6597,13,1320D06,MZ1-1320D06,36
6598,13,1323A01,MZ1-1323A01,6
6599,13,1323A02,MZ1-1323A02,10
6600,13,1323A03,MZ1-1323A03,6
6601,13,1323D01,MZ1-1323D01,5
6602,13,1323D02,MZ1-1323D02,8
6603,13,1323D03,MZ1-1323D03,2
6604,13,1323D04,MZ1-1323D04,3
6605,13,1323D05,MZ1-1323D05,12
6606,13,1323D06,MZ1-1323D06,7
6607,13,1324A01,MZ1-1324A01,3
6608,13,1324A02,MZ1-1324A02,3
6609,13,1324A03,MZ1-1324A03,17
6610,13,1324D01,MZ1-1324D01,1
6611,13,1324D02,MZ1-1324D02,2
6612,13,1324D03,MZ1-1324D03,34
6613,13,1324D04,MZ1-1324D04,46
6614,13,1324D05,MZ1-1324D05,4
6615,13,1324D06,MZ1-1324D06,2
6616,13,1325A01,MZ1-1325A01,17
6617,13,1325A02,MZ1-1325A02,4
6618,13,1325A03,MZ1-1325A03,19
6619,13,1325D01,MZ1-1325D01,11
6620,13,1325D02,MZ1-1325D02,39
6621,13,1325D03,MZ1-1325D03,6
6622,13,1325D04,MZ1-1325D04,16
6623,13,1325D05,MZ1-1325D05,1
6624,13,1325D06,MZ1-1325D06,1
6625,13,1326A01,MZ1-1326A01,4
6626,13,1326A02,MZ1-1326A02,56
6627,13,1326A03,MZ1-1326A03,7
6628,13,1326D01,MZ1-1326D01,5
6629,13,1326D02,MZ1-1326D02,25
6630,13,1326D03,MZ1-1326D03,3
6631,13,1326D04,MZ1-1326D04,7
6632,13,1326D05,MZ1-1326D05,41
6633,13,1326D06,MZ1-1326D06,5
6634,13,1327A01,MZ1-1327A01,7
6635,13,1327A02,MZ1-1327A02,10
6636,13,1327A03,MZ1-1327A03,5
6637,13,1327D01,MZ1-1327D01,12
6638,13,1327D02,MZ1-1327D02,9
6639,13,1327D03,MZ1-1327D03,15
6640,13,1327D04,MZ1-1327D04,2
6641,13,1327D05,MZ1-1327D05,33
6642,13,1327D06,MZ1-1327D06,5
6643,13,1328A01,MZ1-1328A01,28
6644,13,1328A02,MZ1-1328A02,24
6645,13,1328A03,MZ1-1328A03,7
6646,13,1328D01,MZ1-1328D01,4
6647,13,1328D02,MZ1-1328D02,10
6648,13,1328D03,MZ1-1328D03,23
6649,13,1328D04,MZ1-1328D04,8
6650,13,1328D05,MZ1-1328D05,38
6651,13,1328D06,MZ1-1328D06,29
6652,13,1329A01,MZ1-1329A01,56
6653,13,1329A02,MZ1-1329A02,16
6654,13,1329A03,MZ1-1329A03,50
6655,13,1329D01,MZ1-1329D01,5
6656,13,1329D02,MZ1-1329D02,25
6657,13,1329D03,MZ1-1329D03,17
6658,13,1329D04,MZ1-1329D04,30
6659,13,1329D05,MZ1-1329D05,9
6660,13,1329D06,MZ1-1329D06,43
6661,13,1330A01,MZ1-1330A01,25
6662,13,1330A02,MZ1-1330A02,16
6663,13,1330A03,MZ1-1330A03,16
