id_location,fk_parent_location,name,description,count
3772,13,0229D03,MZ1-0229D03,4
3773,13,0229D04,MZ1-0229D04,4
3774,13,0229D05,MZ1-0229D05,3
3775,13,0229D06,MZ1-0229D06,4
3776,13,0230D01,MZ1-0230D01,4
3777,13,0230D02,MZ1-0230D02,1
3779,13,0230D04,MZ1-0230D04,4
3780,13,0230D05,MZ1-0230D05,4
3781,13,0230D06,MZ1-0230D06,1
3782,13,0231D01,MZ1-0231D01,1
3783,13,0231D02,MZ1-0231D02,2
3784,13,0231D03,MZ1-0231D03,4
3785,13,0231D04,MZ1-0231D04,5
3788,13,0232D01,MZ1-0232D01,3
3791,13,0232D04,MZ1-0232D04,3
3794,13,0233D01,MZ1-0233D01,1
3795,13,0233D02,MZ1-0233D02,4
3796,13,0233D03,MZ1-0233D03,5
3797,13,0233D04,MZ1-0233D04,5
3799,13,0233D06,MZ1-0233D06,5
3801,13,0234D02,MZ1-0234D02,5
3802,13,0234D03,MZ1-0234D03,3
3803,13,0234D04,MZ1-0234D04,1
3804,13,0234D05,MZ1-0234D05,1
3805,13,0234D06,MZ1-0234D06,6
3806,13,0235D01,MZ1-0235D01,5
3807,13,0235D02,MZ1-0235D02,5
3808,13,0235D03,MZ1-0235D03,3
3809,13,0235D04,MZ1-0235D04,6
3810,13,0235D05,MZ1-0235D05,5
3811,13,0235D06,MZ1-0235D06,4
3812,13,0236D01,MZ1-0236D01,2
3813,13,0236D02,MZ1-0236D02,2
3814,13,0236D03,MZ1-0236D03,9
3815,13,0236D04,MZ1-0236D04,5
3816,13,0236D05,MZ1-0236D05,4
3817,13,0236D06,MZ1-0236D06,1
3818,13,0237D01,MZ1-0237D01,4
3819,13,0237D02,MZ1-0237D02,5
3820,13,0237D03,MZ1-0237D03,5
3821,13,0237D04,MZ1-0237D04,2
3822,13,0237D05,MZ1-0237D05,5
3823,13,0237D06,MZ1-0237D06,5
3824,13,0238A01,MZ1-0238A01,3
3826,13,0238A03,MZ1-0238A03,82
3827,13,0238D01,MZ1-0238D01,5
3828,13,0238D02,MZ1-0238D02,2
3829,13,0238D03,MZ1-0238D03,15
3830,13,0238D04,MZ1-0238D04,15
3831,13,0238D05,MZ1-0238D05,15
3832,13,0238D06,MZ1-0238D06,15
3833,13,0239D01,MZ1-0239D01,1
3834,13,0239D02,MZ1-0239D02,5
3835,13,0239D03,MZ1-0239D03,5
3836,13,0239D04,MZ1-0239D04,5
3837,13,0239D05,MZ1-0239D05,10
3838,13,0239D06,MZ1-0239D06,5
3839,13,0240A01,MZ1-0240A01,27
3840,13,0240A02,MZ1-0240A02,27
3841,13,0240A03,MZ1-0240A03,1
3842,13,0240D01,MZ1-0240D01,15
3843,13,0240D02,MZ1-0240D02,5
3844,13,0240D03,MZ1-0240D03,1
3845,13,0240D04,MZ1-0240D04,4
3846,13,0240D05,MZ1-0240D05,5
3847,13,0240D06,MZ1-0240D06,5
3848,13,0241D01,MZ1-0241D01,6
3849,13,0241D02,MZ1-0241D02,16
3850,13,0241D03,MZ1-0241D03,8
3851,13,0241D04,MZ1-0241D04,20
3852,13,0241D05,MZ1-0241D05,20
3853,13,0241D06,MZ1-0241D06,16
3854,13,0242A01,MZ1-0242A01,4
3855,13,0242A02,MZ1-0242A02,12
3856,13,0242A03,MZ1-0242A03,10
3857,13,0242D01,MZ1-0242D01,5
3858,13,0242D02,MZ1-0242D02,5
3859,13,0242D03,MZ1-0242D03,5
3860,13,0242D04,MZ1-0242D04,15
3861,13,0242D05,MZ1-0242D05,16
3862,13,0242D06,MZ1-0242D06,5
3863,13,0244A01,MZ1-0244A01,27
3864,13,0244A02,MZ1-0244A02,10
3865,13,0244A03,MZ1-0244A03,3
3866,13,0303A01,MZ1-0303A01,231
3867,13,0303A02,MZ1-0303A02,106
3868,13,0303A03,MZ1-0303A03,15
3869,13,0303D01,MZ1-0303D01,14
3870,13,0303D02,MZ1-0303D02,2
3871,13,0303D03,MZ1-0303D03,1
3872,13,0303D04,MZ1-0303D04,11
3873,13,0303D05,MZ1-0303D05,1
3874,13,0303D06,MZ1-0303D06,2
3875,13,0304A01,MZ1-0304A01,199
3876,13,0304A02,MZ1-0304A02,55
3877,13,0304A03,MZ1-0304A03,78
3878,13,0304D01,MZ1-0304D01,7
3879,13,0304D02,MZ1-0304D02,11
3880,13,0304D03,MZ1-0304D03,7
3881,13,0304D04,MZ1-0304D04,5
3882,13,0304D05,MZ1-0304D05,4
3883,13,0304D06,MZ1-0304D06,9
3884,13,0305A01,MZ1-0305A01,7
3885,13,0305A02,MZ1-0305A02,86
3886,13,0305A03,MZ1-0305A03,89
3887,13,0305D01,MZ1-0305D01,6
3888,13,0305D02,MZ1-0305D02,9
3889,13,0305D03,MZ1-0305D03,5
3890,13,0305D04,MZ1-0305D04,3
3891,13,0305D05,MZ1-0305D05,12
3892,13,0305D06,MZ1-0305D06,8
3893,13,0306A01,MZ1-0306A01,24
3894,13,0306A02,MZ1-0306A02,330
3895,13,0306A03,MZ1-0306A03,180
3896,13,0306D01,MZ1-0306D01,3
3897,13,0306D02,MZ1-0306D02,11
3898,13,0306D03,MZ1-0306D03,8
3899,13,0306D04,MZ1-0306D04,9
3900,13,0306D05,MZ1-0306D05,19
3901,13,0306D06,MZ1-0306D06,3
3902,13,0307A01,MZ1-0307A01,44
3903,13,0307A02,MZ1-0307A02,176
3904,13,0307A03,MZ1-0307A03,53
3905,13,0307D01,MZ1-0307D01,19
3906,13,0307D02,MZ1-0307D02,15
3907,13,0307D03,MZ1-0307D03,7
3908,13,0307D04,MZ1-0307D04,9
3909,13,0307D05,MZ1-0307D05,14
3910,13,0307D06,MZ1-0307D06,12
3911,13,0308A01,MZ1-0308A01,173
3912,13,0308A02,MZ1-0308A02,194
3913,13,0308A03,MZ1-0308A03,83
3914,13,0308D01,MZ1-0308D01,11
3915,13,0308D02,MZ1-0308D02,8
3916,13,0308D03,MZ1-0308D03,16
3917,13,0308D04,MZ1-0308D04,28
3918,13,0308D05,MZ1-0308D05,16
3919,13,0308D06,MZ1-0308D06,24
3920,13,0309A01,MZ1-0309A01,5
3921,13,0309A02,MZ1-0309A02,4
3922,13,0309A03,MZ1-0309A03,51
3923,13,0309D01,MZ1-0309D01,5
3924,13,0309D02,MZ1-0309D02,1
3925,13,0309D03,MZ1-0309D03,20
3926,13,0309D04,MZ1-0309D04,25
3927,13,0309D05,MZ1-0309D05,4
3929,13,0310A01,MZ1-0310A01,155
3930,13,0310A02,MZ1-0310A02,29
3931,13,0310A03,MZ1-0310A03,13
3932,13,0310D01,MZ1-0310D01,11
3933,13,0310D02,MZ1-0310D02,7
3934,13,0310D03,MZ1-0310D03,25
3935,13,0310D04,MZ1-0310D04,31
3936,13,0310D05,MZ1-0310D05,7
3937,13,0310D06,MZ1-0310D06,6
3938,13,0311A01,MZ1-0311A01,96
3939,13,0311A02,MZ1-0311A02,39
3940,13,0311A03,MZ1-0311A03,36
3941,13,0311D01,MZ1-0311D01,5
3942,13,0311D02,MZ1-0311D02,4
3943,13,0311D03,MZ1-0311D03,2
3944,13,0311D04,MZ1-0311D04,5
3945,13,0311D05,MZ1-0311D05,24
3946,13,0311D06,MZ1-0311D06,5
3947,13,0312A01,MZ1-0312A01,65
3948,13,0312A02,MZ1-0312A02,31
3949,13,0312A03,MZ1-0312A03,73
3950,13,0312D01,MZ1-0312D01,36
3951,13,0312D02,MZ1-0312D02,23
3952,13,0312D03,MZ1-0312D03,5
3953,13,0312D04,MZ1-0312D04,37
3954,13,0312D05,MZ1-0312D05,13
3955,13,0312D06,MZ1-0312D06,7
3956,13,0313A01,MZ1-0313A01,52
3957,13,0313A02,MZ1-0313A02,8
3958,13,0313A03,MZ1-0313A03,123
3959,13,0313D01,MZ1-0313D01,3
3960,13,0313D02,MZ1-0313D02,2
3961,13,0313D03,MZ1-0313D03,18
3962,13,0313D04,MZ1-0313D04,8
3963,13,0313D05,MZ1-0313D05,20
3964,13,0313D06,MZ1-0313D06,7
3965,13,0314A01,MZ1-0314A01,135
3966,13,0314A02,MZ1-0314A02,97
3967,13,0314A03,MZ1-0314A03,43
3968,13,0314D01,MZ1-0314D01,15
3969,13,0314D02,MZ1-0314D02,5
3970,13,0314D03,MZ1-0314D03,18
3971,13,0314D04,MZ1-0314D04,9
3972,13,0314D05,MZ1-0314D05,17
3973,13,0314D06,MZ1-0314D06,23
3974,13,0315A01,MZ1-0315A01,94
3975,13,0315A02,MZ1-0315A02,116
3976,13,0315A03,MZ1-0315A03,56
3977,13,0315D01,MZ1-0315D01,36
3978,13,0315D02,MZ1-0315D02,2
3979,13,0315D03,MZ1-0315D03,8
3980,13,0315D04,MZ1-0315D04,4
3981,13,0315D05,MZ1-0315D05,3
3982,13,0315D06,MZ1-0315D06,4
3983,13,0316A01,MZ1-0316A01,39
3984,13,0316A02,MZ1-0316A02,122
3985,13,0316A03,MZ1-0316A03,26
3986,13,0316D01,MZ1-0316D01,34
3987,13,0316D02,MZ1-0316D02,5
3988,13,0316D03,MZ1-0316D03,7
3989,13,0316D04,MZ1-0316D04,6
3990,13,0316D05,MZ1-0316D05,20
3991,13,0316D06,MZ1-0316D06,4
3992,13,0317A01,MZ1-0317A01,34
3993,13,0317A02,MZ1-0317A02,111
3994,13,0317A03,MZ1-0317A03,39
3995,13,0317D01,MZ1-0317D01,4
3996,13,0317D02,MZ1-0317D02,4
3997,13,0317D03,MZ1-0317D03,1
3998,13,0317D04,MZ1-0317D04,4
3999,13,0317D05,MZ1-0317D05,14
4000,13,0317D06,MZ1-0317D06,7
4001,13,0318A01,MZ1-0318A01,62
4002,13,0318A02,MZ1-0318A02,35
4003,13,0318A03,MZ1-0318A03,136
4004,13,0318D01,MZ1-0318D01,4
4005,13,0318D02,MZ1-0318D02,3
4006,13,0318D03,MZ1-0318D03,8
4008,13,0318D05,MZ1-0318D05,15
4009,13,0318D06,MZ1-0318D06,9
4010,13,0319A01,MZ1-0319A01,129
4011,13,0319A02,MZ1-0319A02,23
4012,13,0319A03,MZ1-0319A03,32
4013,13,0319D01,MZ1-0319D01,4
4014,13,0319D02,MZ1-0319D02,10
4015,13,0319D03,MZ1-0319D03,7
4016,13,0319D04,MZ1-0319D04,26
4017,13,0319D05,MZ1-0319D05,7
4018,13,0319D06,MZ1-0319D06,32
4019,13,0320A01,MZ1-0320A01,43
4020,13,0320A02,MZ1-0320A02,71
4021,13,0320A03,MZ1-0320A03,79
4022,13,0320D01,MZ1-0320D01,16
4023,13,0320D02,MZ1-0320D02,27
4024,13,0320D03,MZ1-0320D03,12
4025,13,0320D04,MZ1-0320D04,6
4026,13,0320D05,MZ1-0320D05,6
4027,13,0320D06,MZ1-0320D06,4
4028,13,0323A01,MZ1-0323A01,29
4029,13,0323A02,MZ1-0323A02,33
4030,13,0323A03,MZ1-0323A03,49
4031,13,0323D01,MZ1-0323D01,59
4032,13,0323D02,MZ1-0323D02,25
4033,13,0323D03,MZ1-0323D03,4
4034,13,0323D04,MZ1-0323D04,4
4035,13,0323D05,MZ1-0323D05,11
4036,13,0323D06,MZ1-0323D06,9
4037,13,0324A01,MZ1-0324A01,320
4038,13,0324A02,MZ1-0324A02,348
4039,13,0324A03,MZ1-0324A03,36
4040,13,0324D01,MZ1-0324D01,10
4041,13,0324D02,MZ1-0324D02,6
4042,13,0324D03,MZ1-0324D03,7
4043,13,0324D04,MZ1-0324D04,24
4044,13,0324D05,MZ1-0324D05,35
4045,13,0324D06,MZ1-0324D06,37
4046,13,0325A01,MZ1-0325A01,80
4047,13,0325A02,MZ1-0325A02,41
4048,13,0325A03,MZ1-0325A03,29
4049,13,0325D01,MZ1-0325D01,2
4050,13,0325D02,MZ1-0325D02,36
4051,13,0325D03,MZ1-0325D03,2
4052,13,0325D04,MZ1-0325D04,2
4053,13,0325D05,MZ1-0325D05,5
4054,13,0325D06,MZ1-0325D06,31
4055,13,0326A01,MZ1-0326A01,31
4056,13,0326A02,MZ1-0326A02,14
4057,13,0326A03,MZ1-0326A03,70
4058,13,0326D01,MZ1-0326D01,8
4059,13,0326D02,MZ1-0326D02,4
4060,13,0326D03,MZ1-0326D03,6
4061,13,0326D04,MZ1-0326D04,10
4062,13,0326D05,MZ1-0326D05,4
4063,13,0326D06,MZ1-0326D06,6
4064,13,0327A01,MZ1-0327A01,79
4065,13,0327A02,MZ1-0327A02,14
4066,13,0327A03,MZ1-0327A03,28
4067,13,0327D01,MZ1-0327D01,10
4068,13,0327D02,MZ1-0327D02,7
4069,13,0327D03,MZ1-0327D03,28
4070,13,0327D04,MZ1-0327D04,7
4071,13,0327D05,MZ1-0327D05,10
4072,13,0327D06,MZ1-0327D06,11
4073,13,0328A01,MZ1-0328A01,44
4074,13,0328A02,MZ1-0328A02,40
4075,13,0328A03,MZ1-0328A03,29
4076,13,0328D01,MZ1-0328D01,6
4077,13,0328D02,MZ1-0328D02,23
4078,13,0328D03,MZ1-0328D03,1
4079,13,0328D04,MZ1-0328D04,2
4080,13,0328D05,MZ1-0328D05,2
4081,13,0328D06,MZ1-0328D06,25
4082,13,0329A01,MZ1-0329A01,36
4083,13,0329A02,MZ1-0329A02,15
4084,13,0329A03,MZ1-0329A03,36
4085,13,0329D01,MZ1-0329D01,15
4086,13,0329D02,MZ1-0329D02,5
4087,13,0329D03,MZ1-0329D03,6
4088,13,0329D04,MZ1-0329D04,25
4089,13,0329D05,MZ1-0329D05,16
4090,13,0329D06,MZ1-0329D06,2
4091,13,0330A01,MZ1-0330A01,47
4092,13,0330A02,MZ1-0330A02,14
4093,13,0330A03,MZ1-0330A03,11
4094,13,0330D01,MZ1-0330D01,23
4095,13,0330D02,MZ1-0330D02,34
4096,13,0330D03,MZ1-0330D03,3
4097,13,0330D04,MZ1-0330D04,59
4098,13,0330D05,MZ1-0330D05,60
4099,13,0330D06,MZ1-0330D06,7
4100,13,0331A01,MZ1-0331A01,29
4101,13,0331A02,MZ1-0331A02,40
4102,13,0331A03,MZ1-0331A03,83
4103,13,0331D01,MZ1-0331D01,8
4104,13,0331D02,MZ1-0331D02,4
4105,13,0331D03,MZ1-0331D03,2
4106,13,0331D04,MZ1-0331D04,3
4107,13,0331D05,MZ1-0331D05,4
4108,13,0331D06,MZ1-0331D06,2
4109,13,0332A01,MZ1-0332A01,38
4110,13,0332A02,MZ1-0332A02,62
4111,13,0332A03,MZ1-0332A03,42
4112,13,0332D01,MZ1-0332D01,6
4113,13,0332D02,MZ1-0332D02,5
4114,13,0332D03,MZ1-0332D03,10
4115,13,0332D04,MZ1-0332D04,3
4116,13,0332D05,MZ1-0332D05,7
4117,13,0332D06,MZ1-0332D06,4
4118,13,0333A01,MZ1-0333A01,45
4119,13,0333A02,MZ1-0333A02,298
4120,13,0333A03,MZ1-0333A03,264
4121,13,0333D01,MZ1-0333D01,3
4122,13,0333D02,MZ1-0333D02,4
4124,13,0333D04,MZ1-0333D04,4
4125,13,0333D05,MZ1-0333D05,7
4126,13,0333D06,MZ1-0333D06,4
